"iddes","langid","label"
460,"de","Wotisch"
461,"de","Wakash-Sprachen"
462,"de","Walamo-Sprache"
463,"de","Waray"
464,"de","Washo-Sprache"
465,"de","Kymrisch"
466,"de","Sorbisch"
467,"de","Wallonisch"
468,"de","Wolof-Sprache"
469,"de","Kalmükisch"
470,"de","Xhosa-Sprache"
471,"de","Yao-Sprache (Bantusprache)"
472,"de","Yapesisch"
473,"de","Jiddisch"
474,"de","Yoruba-Sprache"
475,"de","Yupik-Sprache"
476,"de","Zapotekisch"
477,"de","Zenaga"
478,"de","Zhuang"
479,"de","Zande-Sprachen"
480,"de","Zulu-Sprache"
481,"de","Zu?±i-Sprache"
482,"de","Kein linguistischer Inhalt"
483,"de","Nkole-Sprache"
484,"de","Zazaki"
1,"nl","Afar"
2,"nl","Abkhazian"
3,"nl","Achinese"
4,"nl","Acoli"
5,"nl","Adangme"
6,"nl","Adyghe; Adygei"
7,"nl","Afro-Asiatic (Other)"
8,"nl","Afrihili"
9,"nl","Afrikaans"
10,"nl","Ainu"
11,"nl","Akan"
12,"nl","Akkadian"
13,"nl","Albanian"
14,"nl","Aleut"
15,"nl","Algonquian languages"
16,"nl","Southern Altai"
17,"nl","Amharic"
18,"nl","English, Old (ca.450-1100)"
19,"nl","Angika"
20,"nl","Apache languages"
21,"nl","Arabisch"
22,"nl","Aramaic"
23,"nl","Aragonese"
24,"nl","Armenian"
25,"nl","Mapudungun; Mapuche"
26,"nl","Arapaho"
27,"nl","Artificial (Other)"
28,"nl","Arawak"
29,"nl","Assamese"
30,"nl","Asturian; Bable"
31,"nl","Athapascan languages"
32,"nl","Australian languages"
33,"nl","Avaric"
34,"nl","Avestan"
35,"nl","Awadhi"
36,"nl","Aymara"
37,"nl","Azerbaijani"
38,"nl","Banda languages"
39,"nl","Bamileke languages"
40,"nl","Bashkir"
41,"nl","Baluchi"
42,"nl","Bambara"
43,"nl","Balinese"
44,"nl","Basque"
45,"nl","Basa"
46,"nl","Baltic (Other)"
47,"nl","Beja"
48,"nl","Belarusian"
49,"nl","Bemba"
50,"nl","Bengali"
51,"nl","Berber (Other)"
52,"nl","Bhojpuri"
53,"nl","Bihari"
54,"nl","Bikol"
55,"nl","Bini; Edo"
56,"nl","Bislama"
57,"nl","Siksika"
58,"nl","Bantu (Other)"
59,"nl","Bosnian"
60,"nl","Braj"
61,"nl","Breton"
62,"nl","Batak languages"
63,"nl","Buriat"
64,"nl","Buginese"
65,"nl","Bulgarian"
66,"nl","Burmese"
67,"nl","Blin; Bilin"
68,"nl","Caddo"
69,"nl","Central American Indian (Other)"
70,"nl","Galibi Carib"
71,"nl","Catalan; Valencian"
72,"nl","Caucasian (Other)on liturgique; vieux bulgare"
73,"nl","Cebuano"
74,"nl","Celtic (Other)"
75,"nl","Chamorro"
76,"nl","Chibcha"
77,"nl","Chechen"
78,"nl","Chagataier)"
79,"nl","Chinese(Other)"
80,"nl","Chuukese"
81,"nl","Mari"
82,"nl","Chinook jargon"
83,"nl","Choctaw"
84,"nl","Chipewyan"
85,"nl","Cherokee"
86,"nl","Church Slavic; Old Slavonic; Church Sl"
87,"nl","Chuvash"
88,"nl","Cheyenne"
89,"nl","Chamic languages"
90,"nl","Coptic"
91,"nl","Cornish"
92,"nl","Corsican"
93,"nl","Creoles and pidgins, English based (Ot"
94,"nl","Creoles and pidgins, French-based (Oth"
95,"nl","Creoles and pidgins, Portuguese-based "
96,"nl","Cree"
97,"nl","Crimean Tatar; Crimean Turkish"
98,"nl","Creoles and pidgins (Other)"
99,"nl","Kashubian"
100,"nl","Cushitic (Other)"
101,"nl","Czech"
102,"nl","Dakota"
103,"nl","Danish"
104,"nl","Dargwa"
105,"nl","Land Dayak languages"
106,"nl","Delaware"
107,"nl","Slave (Athapascan)"
108,"nl","Dogrib"
109,"nl","Dinka"
110,"nl","Divehi; Dhivehi; Maldivian"
111,"nl","Dogri"
112,"nl","Dravidian (Other)"
113,"nl","Lower Sorbian"
114,"nl","Duala"
115,"nl","Nederlands, Midden (ca.1050-1350)"
116,"nl","Nederlands; Vlaams"
117,"nl","Dyula"
118,"nl","Dzongkha"
119,"nl","Efik"
120,"nl","Egyptian (Ancient)"
121,"nl","Ekajuk"
122,"nl","Elamite"
123,"nl","Engels"
124,"nl","Engels, Midden (1100-1500)"
125,"nl","Esperanto"
126,"nl","Estonian"
127,"nl","Ewe"
128,"nl","Ewondo"
129,"nl","Fang"
130,"nl","Faroese"
131,"nl","Fanti"
132,"nl","Fijian"
133,"nl","Filipino; Pilipino"
134,"nl","Finnish"
135,"nl","Finno-Ugrian (Other)"
136,"nl","Fon"
137,"nl","Frans"
138,"nl","French, Middle (ca.1400-1600)"
139,"nl","French, Old (842-ca.1400)"
140,"nl","Northern Frisian"
141,"nl","Eastern Frisian"
142,"nl","Western Frisian"
143,"nl","Fulah"
144,"nl","Friulian"
145,"nl","Ga"
146,"nl","Gayo"
147,"nl","Gbaya"
148,"nl","Germaans (Overige)"
149,"nl","Georgian"
150,"nl","Duits"
151,"nl","Geez"
152,"nl","Gilbertese"
153,"nl","Gaelic; Scottish Gaelic"
154,"nl","Irish"
155,"nl","Galician"
156,"nl","Manx"
157,"nl","German, Middle High (ca.1050-1500)"
158,"nl","German, Old High (ca.750-1050)"
159,"nl","Gondi"
160,"nl","Gorontalo"
161,"nl","Gothicanguage Association)"
162,"nl","Grebo"
163,"nl","Greek, Ancient (to 1453)"
164,"nl","Greek, Modern (1453-)"
165,"nl","Guarani"
166,"nl","Swiss German; Alemannic"
167,"nl","Gujarati"
168,"nl","Gwich'in"
169,"nl","Haida"
170,"nl","Haitian; Haitian Creole"
171,"nl","Hausa"
172,"nl","Hawaiian"
173,"nl","Hebrew"
174,"nl","Herero"
175,"nl","Hiligaynon"
176,"nl","Himachali"
177,"nl","Hindi"
178,"nl","Hittite"
179,"nl","Hmong"
180,"nl","Hiri Motu"
181,"nl","Upper Sorbian"
182,"nl","Hungarian"
183,"nl","Hupa"
184,"nl","Iban"
185,"nl","Igbo"
186,"nl","Icelandic"
187,"nl","Ido"
188,"nl","Sichuan Yi"
189,"nl","Ijo languages"
190,"nl","Inuktitut"
191,"nl","Interlingue"
192,"nl","Iloko"
193,"nl","Interlingua (International Auxiliary L"
194,"nl","Indic (Other)"
195,"nl","Indonesian"
196,"nl","Indo-European (Other)"
197,"nl","Ingush"
198,"nl","Inupiaq"
199,"nl","Iranian (Other)"
200,"nl","Iroquoian languages"
201,"nl","Italiaans"
202,"nl","Javanese"
203,"nl","Lojban"
204,"nl","Japanese"
205,"nl","Judeo-Persian"
206,"nl","Judeo-Arabic"
207,"nl","Kara-Kalpak"
208,"nl","Kabyle"
209,"nl","Kachin; Jingpho"
210,"nl","Kalaallisut; Greenlandic"
211,"nl","Kamba"
212,"nl","Kannada"
213,"nl","Karen languages"
214,"nl","Kashmiri"
215,"nl","Kanuri"
216,"nl","Kawi"
217,"nl","Kazakh"
218,"nl","Kabardian"
219,"nl","Khasi"
220,"nl","Khoisan (Other)"
221,"nl","Central Khmer"
222,"nl","Khotanese"
223,"nl","Kikuyu; Gikuyu"
224,"nl","Kinyarwanda"
225,"nl","Kirghiz; Kyrgyz"
226,"nl","Kimbundu"
227,"nl","Konkani"
228,"nl","Komi"
229,"nl","Kongo"
230,"nl","Korean"
231,"nl","Kosraean"
232,"nl","Kpelle"
233,"nl","Karachay-Balkar"
234,"nl","Karelian"
235,"nl","Kru languages"
236,"nl","Kurukh"
237,"nl","Kuanyama; Kwanyama"
238,"nl","Kumyk"
239,"nl","Kurdish"
240,"nl","Kutenai"
241,"nl","Ladino"
242,"nl","Lahnda"
243,"nl","Lamba"
244,"nl","Lao"
245,"nl","Latin"
246,"nl","Latvian"
247,"nl","Lezghian"
248,"nl","Limburgan; Limburger; Limburgish"
249,"nl","Lingala"
250,"nl","Lithuanian"
251,"nl","Mongo"
252,"nl","Lozi"
253,"nl","Luxembourgish; Letzeburgesch"
254,"nl","Luba-Lulua"
255,"nl","Luba-Katangaxon, Low"
256,"nl","Ganda"
257,"nl","Luiseno"
258,"nl","Lunda"
259,"nl","Luo (Kenya and Tanzania)"
260,"nl","Lushai"
261,"nl","Macedonian00E5l"
262,"nl","Madurese"
263,"nl","Magahi"
264,"nl","Marshallese"
265,"nl","Maithili"
266,"nl","Makasarl Nepal Bhasa"
267,"nl","Malayalam"
268,"nl","Mandingo"
269,"nl","Maori"
270,"nl","Austronesian (Other)"
271,"nl","Marathi"
272,"nl","Masai"
273,"nl","Malay"
274,"nl","Moksha"
275,"nl","Mandar"
276,"nl","Mende"
277,"nl","Irish, Middle (900-1200)"
278,"nl","Mi'kmaq; Micmac"
279,"nl","Minangkabau"
280,"nl","Miscellaneous languages"
281,"nl","Mon-Khmer (Other)"
282,"nl","Malagasy"
283,"nl","Maltese"
284,"nl","Manchu"
285,"nl","Manipuri"
286,"nl","Manobo languages"
287,"nl","Mohawk"
288,"nl","Moldavian"
289,"nl","Mongolian"
290,"nl","Mossi"
291,"nl","Multiple languages"
292,"nl","Munda languages"
293,"nl","Creek"
294,"nl","Mirandese"
295,"nl","Marwari"
296,"nl","Mayan languages"
297,"nl","Erzya"
298,"nl","Nahuatl languages"
299,"nl","North American Indian"
300,"nl","Neapolitan"
301,"nl","Nauru"
302,"nl","Navajo; Navaho"
303,"nl","Ndebele, South; South Ndebele"
304,"nl","Ndebele, North; North Ndebele"
305,"nl","Ndonga"
306,"nl","Low German; Low Saxon; German, Low; Sa"
307,"nl","Nepali"
308,"nl","Nepal Bhasa; Newari"
309,"nl","Nias"
310,"nl","Niger-Kordofanian (Other)"
311,"nl","Niuean"
312,"nl","Norwegian Nynorsk; Nynorsk, Norwegian"
313,"nl","Bokmål, Norwegian; Norwegian Bokmål"
314,"nl","Nogai"
315,"nl","Norse, Old"
316,"nl","Norwegian"
317,"nl","Pedi; Sepedi; Northern Sotho"
318,"nl","Nubian languages"
319,"nl","Classical Newari; Old Newari; Classica"
320,"nl","Chichewa; Chewa; Nyanja"
321,"nl","Nyamwezi"
322,"nl","Nyankole"
323,"nl","Nyoro"
324,"nl","Nzima"
325,"nl","Occitan (post 1500); Provençal"
326,"nl","Ojibwa"
327,"nl","Oriya"
328,"nl","Oromo"
329,"nl","Osage"
330,"nl","Ossetian; Ossetic"
331,"nl","Turkish, Ottoman (1500-1928)"
332,"nl","Otomian languages"
333,"nl","Papuan (Other)"
334,"nl","Pangasinan"
335,"nl","Pahlavi"
336,"nl","Pampanga"
337,"nl","Panjabi; Punjabi"
338,"nl","Papiamento"
339,"nl","Palauan"
340,"nl","Persian, Old (ca.600-400 B.C.)"
341,"nl","Persian"
342,"nl","Philippine (Other)"
343,"nl","Phoenician"
344,"nl","Pali"
345,"nl","Polish"
346,"nl","Pohnpeian"
347,"nl","Portuguese"
348,"nl","Prakrit languages"
349,"nl","Provençal, Old (to 1500)"
350,"nl","Pushto"
351,"nl","Reserved for local use"
352,"nl","Quechua"
353,"nl","Rajasthani"
354,"nl","Rapanui"
355,"nl","Rarotongan; Cook Islands Maori"
356,"nl","Romance (Other)"
357,"nl","Romansh"
358,"nl","Romany"
359,"nl","Romanian"
360,"nl","Rundi"
361,"nl","Aromanian; Arumanian; Macedo-Romanian"
362,"nl","Russisch"
363,"nl","Sandawe"
364,"nl","Sango"
365,"nl","Yakut"
366,"nl","South American Indian (Other)"
367,"nl","Salishan languages"
368,"nl","Samaritan Aramaic"
369,"nl","Sanskrit"
370,"nl","Sasak"
371,"nl","Santali"
372,"nl","Serbian"
373,"nl","Sicilian"
374,"nl","Scots"
375,"nl","Croatian"
376,"nl","Selkup"
377,"nl","Semitic (Other)"
378,"nl","Irish, Old (to 900)"
379,"nl","Sign Languages"
380,"nl","Shan"
381,"nl","Sidamo"
382,"nl","Sinhala; Sinhalese"
383,"nl","Siouan languages"
384,"nl","Sino-Tibetan (Other)"
385,"nl","Slavic (Other)"
386,"nl","Slovak"
387,"nl","Slovenian"
388,"nl","Southern Sami"
389,"nl","Northern Sami"
390,"nl","Sami languages (Other)"
391,"nl","Lule Sami"
392,"nl","Inari Sami"
393,"nl","Samoan"
394,"nl","Skolt Sami"
395,"nl","Shona"
396,"nl","Sindhi"
397,"nl","Soninke"
398,"nl","Sogdian"
399,"nl","Somali"
400,"nl","Songhai languages"
401,"nl","Sotho, Southern"
402,"nl","Spaans; Castiliaans"
403,"nl","Sardinian; Zazaki"
404,"nl","Sranan Tongo"
405,"nl","Serer"
406,"nl","Nilo-Saharan (Other)"
407,"nl","Swati"
408,"nl","Sukuma"
409,"nl","Sundanese"
410,"nl","Susu"
411,"nl","Sumerian"
412,"nl","Swahili"
413,"nl","Swedish"
414,"nl","Syriac"
415,"nl","Tahitian"
416,"nl","Tai (Other)"
417,"nl","Tamil"
418,"nl","Tatar"
419,"nl","Telugu"
420,"nl","Timnendere)"
421,"nl","Tereno"
422,"nl","Tetum"
423,"nl","Tajik"
424,"nl","Tagalog"
425,"nl","Thai"
426,"nl","Tibetan"
427,"nl","Tigre"
428,"nl","Tigrinya"
429,"nl","Tiv"
430,"nl","Tokelau"
431,"nl","Klingon; tlhIngan-Hol"
432,"nl","Tlingit"
433,"nl","Tamashek"
434,"nl","Tonga (Nyasa)"
435,"nl","Tonga (Tonga Islands)"
436,"nl","Tok Pisin"
437,"nl","Tsimshian"
438,"nl","Tswana"
439,"nl","Tsonga"
440,"nl","Turkmen"
441,"nl","Tumbuka"
442,"nl","Tupi languages"
443,"nl","Turkish"
444,"nl","Altaic (Other)"
445,"nl","Tuvalu"
446,"nl","Twi"
447,"nl","Tuvinian"
448,"nl","Udmurt"
449,"nl","Ugaritic"
450,"nl","Uighur; Uyghur"
451,"nl","Ukrainian"
452,"nl","Umbundu"
453,"nl","Undetermined"
454,"nl","Urdu"
455,"nl","Uzbek"
456,"nl","Vai"
457,"nl","Venda"
458,"nl","Vietnamese"
459,"nl","Volapük"
460,"nl","Votic"
461,"nl","Wakashan languages"
462,"nl","Walamo"
463,"nl","Waray"
464,"nl","Washo"
465,"nl","Welsh"
466,"nl","Sorbian languages"
467,"nl","Walloon"
468,"nl","Wolof"
469,"nl","Kalmyk; Oirat"
470,"nl","Xhosa"
471,"nl","Yao"
472,"nl","Yapese"
473,"nl","Yiddish"
474,"nl","Yoruba"
475,"nl","Yupik languages"
476,"nl","Zapotec"
477,"nl","Zenaga"
478,"nl","Zhuang; Chuang"
479,"nl","Zande languages"
480,"nl","Zulu"
481,"nl","Zuni"
482,"nl","No linguistic content"
483,"nl","N'Ko"
484,"nl","Zaza; Dimili; Dimli; Kirdki; Kirmanjki"
1,"no","Afar"
2,"no","Abkhazian"
3,"no","Achinese"
4,"no","Acoli"
5,"no","Adangme"
6,"no","Adyghe; Adygei"
7,"no","Afro-Asiatic (Other)"
8,"no","Afrihili"
9,"no","Afrikaans"
10,"no","Ainu"
11,"no","Akan"
12,"no","Akkadian"
13,"no","Albanian"
14,"no","Aleut"
15,"no","Algonquian languages"
16,"no","Southern Altai"
17,"no","Amharic"
18,"no","English, Old (ca.450-1100)"
19,"no","Angika"
20,"no","Apache languages"
21,"no","Arabic"
22,"no","Aramaic"
23,"no","Aragonese"
24,"no","Armenian"
25,"no","Mapudungun; Mapuche"
26,"no","Arapaho"
27,"no","Artificial (Other)"
28,"no","Arawak"
29,"no","Assamese"
30,"no","Asturian; Bable"
31,"no","Athapascan languages"
32,"no","Australian languages"
33,"no","Avaric"
34,"no","Avestan"
35,"no","Awadhi"
36,"no","Aymara"
37,"no","Azerbaijani"
38,"no","Banda languages"
39,"no","Bamileke languages"
40,"no","Bashkir"
41,"no","Baluchi"
42,"no","Bambara"
43,"no","Balinese"
44,"no","Basque"
45,"no","Basa"
46,"no","Baltic (Other)"
47,"no","Beja"
48,"no","Belarusian"
49,"no","Bemba"
50,"no","Bengali"
51,"no","Berber (Other)"
52,"no","Bhojpuri"
53,"no","Bihari"
54,"no","Bikol"
55,"no","Bini; Edo"
56,"no","Bislama"
57,"no","Siksika"
58,"no","Bantu (Other)"
59,"no","Bosnian"
60,"no","Braj"
61,"no","Breton"
62,"no","Batak languages"
63,"no","Buriat"
64,"no","Buginese"
65,"no","Bulgarian"
66,"no","Burmese"
67,"no","Blin; Bilin"
68,"no","Caddo"
69,"no","Central American Indian (Other)"
70,"no","Galibi Carib"
71,"no","Catalan; Valencian"
72,"no","Caucasian (Other)on liturgique; vieux bulgare"
73,"no","Cebuano"
74,"no","Celtic (Other)"
75,"no","Chamorro"
76,"no","Chibcha"
77,"no","Chechen"
78,"no","Chagataier)"
79,"no","Chinese(Other)"
80,"no","Chuukese"
81,"no","Mari"
82,"no","Chinook jargon"
83,"no","Choctaw"
84,"no","Chipewyan"
85,"no","Cherokee"
86,"no","Church Slavic; Old Slavonic; Church Sl"
87,"no","Chuvash"
88,"no","Cheyenne"
89,"no","Chamic languages"
90,"no","Coptic"
91,"no","Cornish"
92,"no","Corsican"
93,"no","Creoles and pidgins, English based (Ot"
94,"no","Creoles and pidgins, French-based (Oth"
95,"no","Creoles and pidgins, Portuguese-based "
96,"no","Cree"
97,"no","Crimean Tatar; Crimean Turkish"
98,"no","Creoles and pidgins (Other)"
99,"no","Kashubian"
100,"no","Cushitic (Other)"
101,"no","Czech"
102,"no","Dakota"
103,"no","Danish"
104,"no","Dargwa"
105,"no","Land Dayak languages"
106,"no","Delaware"
107,"no","Slave (Athapascan)"
108,"no","Dogrib"
109,"no","Dinka"
110,"no","Divehi; Dhivehi; Maldivian"
111,"no","Dogri"
112,"no","Dravidian (Other)"
113,"no","Lower Sorbian"
114,"no","Duala"
115,"no","Dutch, Middle (ca.1050-1350)"
116,"no","Dutch; Flemish"
117,"no","Dyula"
118,"no","Dzongkha"
119,"no","Efik"
120,"no","Egyptian (Ancient)"
121,"no","Ekajuk"
122,"no","Elamite"
123,"no","English"
124,"no","English, Middle (1100-1500)"
125,"no","Esperanto"
126,"no","Estonian"
127,"no","Ewe"
128,"no","Ewondo"
129,"no","Fang"
130,"no","Faroese"
131,"no","Fanti"
132,"no","Fijian"
133,"no","Filipino; Pilipino"
134,"no","Finnish"
135,"no","Finno-Ugrian (Other)"
136,"no","Fon"
137,"no","French"
138,"no","French, Middle (ca.1400-1600)"
139,"no","French, Old (842-ca.1400)"
140,"no","Northern Frisian"
141,"no","Eastern Frisian"
142,"no","Western Frisian"
143,"no","Fulah"
144,"no","Friulian"
145,"no","Ga"
146,"no","Gayo"
147,"no","Gbaya"
148,"no","Germanic (Other)"
149,"no","Georgian"
150,"no","German"
151,"no","Geez"
152,"no","Gilbertese"
153,"no","Gaelic; Scottish Gaelic"
154,"no","Irish"
155,"no","Galician"
156,"no","Manx"
157,"no","German, Middle High (ca.1050-1500)"
158,"no","German, Old High (ca.750-1050)"
159,"no","Gondi"
160,"no","Gorontalo"
161,"no","Gothicanguage Association)"
162,"no","Grebo"
163,"no","Greek, Ancient (to 1453)"
164,"no","Greek, Modern (1453-)"
165,"no","Guarani"
166,"no","Swiss German; Alemannic"
167,"no","Gujarati"
168,"no","Gwich'in"
169,"no","Haida"
170,"no","Haitian; Haitian Creole"
171,"no","Hausa"
172,"no","Hawaiian"
173,"no","Hebrew"
174,"no","Herero"
175,"no","Hiligaynon"
176,"no","Himachali"
177,"no","Hindi"
178,"no","Hittite"
179,"no","Hmong"
180,"no","Hiri Motu"
181,"no","Upper Sorbian"
182,"no","Hungarian"
183,"no","Hupa"
184,"no","Iban"
185,"no","Igbo"
186,"no","Icelandic"
187,"no","Ido"
188,"no","Sichuan Yi"
189,"no","Ijo languages"
190,"no","Inuktitut"
191,"no","Interlingue"
192,"no","Iloko"
193,"no","Interlingua (International Auxiliary L"
194,"no","Indic (Other)"
195,"no","Indonesian"
196,"no","Indo-European (Other)"
197,"no","Ingush"
198,"no","Inupiaq"
199,"no","Iranian (Other)"
200,"no","Iroquoian languages"
201,"no","Italian"
202,"no","Javanese"
203,"no","Lojban"
204,"no","Japanese"
205,"no","Judeo-Persian"
206,"no","Judeo-Arabic"
207,"no","Kara-Kalpak"
208,"no","Kabyle"
209,"no","Kachin; Jingpho"
210,"no","Kalaallisut; Greenlandic"
211,"no","Kamba"
212,"no","Kannada"
213,"no","Karen languages"
214,"no","Kashmiri"
215,"no","Kanuri"
216,"no","Kawi"
217,"no","Kazakh"
218,"no","Kabardian"
219,"no","Khasi"
220,"no","Khoisan (Other)"
221,"no","Central Khmer"
222,"no","Khotanese"
223,"no","Kikuyu; Gikuyu"
224,"no","Kinyarwanda"
225,"no","Kirghiz; Kyrgyz"
226,"no","Kimbundu"
227,"no","Konkani"
228,"no","Komi"
229,"no","Kongo"
230,"no","Korean"
231,"no","Kosraean"
232,"no","Kpelle"
233,"no","Karachay-Balkar"
234,"no","Karelian"
235,"no","Kru languages"
236,"no","Kurukh"
237,"no","Kuanyama; Kwanyama"
238,"no","Kumyk"
239,"no","Kurdish"
240,"no","Kutenai"
241,"no","Ladino"
242,"no","Lahnda"
243,"no","Lamba"
244,"no","Lao"
245,"no","Latin"
246,"no","Latvian"
247,"no","Lezghian"
248,"no","Limburgan; Limburger; Limburgish"
249,"no","Lingala"
250,"no","Lithuanian"
251,"no","Mongo"
252,"no","Lozi"
253,"no","Luxembourgish; Letzeburgesch"
254,"no","Luba-Lulua"
255,"no","Luba-Katangaxon, Low"
256,"no","Ganda"
257,"no","Luiseno"
258,"no","Lunda"
259,"no","Luo (Kenya and Tanzania)"
260,"no","Lushai"
261,"no","Macedonian00E5l"
262,"no","Madurese"
263,"no","Magahi"
264,"no","Marshallese"
265,"no","Maithili"
266,"no","Makasarl Nepal Bhasa"
267,"no","Malayalam"
268,"no","Mandingo"
269,"no","Maori"
270,"no","Austronesian (Other)"
271,"no","Marathi"
272,"no","Masai"
273,"no","Malay"
274,"no","Moksha"
275,"no","Mandar"
276,"no","Mende"
277,"no","Irish, Middle (900-1200)"
278,"no","Mi'kmaq; Micmac"
279,"no","Minangkabau"
280,"no","Miscellaneous languages"
281,"no","Mon-Khmer (Other)"
282,"no","Malagasy"
283,"no","Maltese"
284,"no","Manchu"
285,"no","Manipuri"
286,"no","Manobo languages"
287,"no","Mohawk"
288,"no","Moldavian"
289,"no","Mongolian"
290,"no","Mossi"
291,"no","Multiple languages"
292,"no","Munda languages"
293,"no","Creek"
294,"no","Mirandese"
295,"no","Marwari"
296,"no","Mayan languages"
297,"no","Erzya"
298,"no","Nahuatl languages"
299,"no","North American Indian"
300,"no","Neapolitan"
301,"no","Nauru"
302,"no","Navajo; Navaho"
303,"no","Ndebele, South; South Ndebele"
304,"no","Ndebele, North; North Ndebele"
305,"no","Ndonga"
306,"no","Low German; Low Saxon; German, Low; Sa"
307,"no","Nepali"
308,"no","Nepal Bhasa; Newari"
309,"no","Nias"
310,"no","Niger-Kordofanian (Other)"
311,"no","Niuean"
312,"no","Norwegian Nynorsk; Nynorsk, Norwegian"
313,"no","Bokmål, Norwegian; Norwegian Bokmål"
314,"no","Nogai"
315,"no","Norse, Old"
316,"no","Norwegian"
317,"no","Pedi; Sepedi; Northern Sotho"
318,"no","Nubian languages"
319,"no","Classical Newari; Old Newari; Classica"
320,"no","Chichewa; Chewa; Nyanja"
321,"no","Nyamwezi"
322,"no","Nyankole"
323,"no","Nyoro"
324,"no","Nzima"
325,"no","Occitan (post 1500); Provençal"
326,"no","Ojibwa"
327,"no","Oriya"
328,"no","Oromo"
329,"no","Osage"
330,"no","Ossetian; Ossetic"
331,"no","Turkish, Ottoman (1500-1928)"
332,"no","Otomian languages"
333,"no","Papuan (Other)"
334,"no","Pangasinan"
335,"no","Pahlavi"
336,"no","Pampanga"
337,"no","Panjabi; Punjabi"
338,"no","Papiamento"
339,"no","Palauan"
340,"no","Persian, Old (ca.600-400 B.C.)"
341,"no","Persian"
342,"no","Philippine (Other)"
343,"no","Phoenician"
344,"no","Pali"
345,"no","Polish"
346,"no","Pohnpeian"
347,"no","Portuguese"
348,"no","Prakrit languages"
349,"no","Provençal, Old (to 1500)"
350,"no","Pushto"
351,"no","Reserved for local use"
352,"no","Quechua"
353,"no","Rajasthani"
354,"no","Rapanui"
355,"no","Rarotongan; Cook Islands Maori"
356,"no","Romance (Other)"
357,"no","Romansh"
358,"no","Romany"
359,"no","Romanian"
360,"no","Rundi"
361,"no","Aromanian; Arumanian; Macedo-Romanian"
362,"no","Russian"
363,"no","Sandawe"
364,"no","Sango"
365,"no","Yakut"
366,"no","South American Indian (Other)"
367,"no","Salishan languages"
368,"no","Samaritan Aramaic"
369,"no","Sanskrit"
370,"no","Sasak"
371,"no","Santali"
372,"no","Serbian"
373,"no","Sicilian"
374,"no","Scots"
375,"no","Croatian"
376,"no","Selkup"
377,"no","Semitic (Other)"
378,"no","Irish, Old (to 900)"
379,"no","Sign Languages"
380,"no","Shan"
381,"no","Sidamo"
382,"no","Sinhala; Sinhalese"
383,"no","Siouan languages"
384,"no","Sino-Tibetan (Other)"
385,"no","Slavic (Other)"
386,"no","Slovak"
387,"no","Slovenian"
388,"no","Southern Sami"
389,"no","Northern Sami"
390,"no","Sami languages (Other)"
391,"no","Lule Sami"
392,"no","Inari Sami"
393,"no","Samoan"
394,"no","Skolt Sami"
395,"no","Shona"
396,"no","Sindhi"
397,"no","Soninke"
398,"no","Sogdian"
399,"no","Somali"
400,"no","Songhai languages"
401,"no","Sotho, Southern"
402,"no","Spanish; Castilian"
403,"no","Sardinian; Zazaki"
404,"no","Sranan Tongo"
405,"no","Serer"
406,"no","Nilo-Saharan (Other)"
407,"no","Swati"
408,"no","Sukuma"
409,"no","Sundanese"
410,"no","Susu"
411,"no","Sumerian"
412,"no","Swahili"
413,"no","Swedish"
414,"no","Syriac"
415,"no","Tahitian"
416,"no","Tai (Other)"
417,"no","Tamil"
418,"no","Tatar"
419,"no","Telugu"
420,"no","Timnendere)"
421,"no","Tereno"
422,"no","Tetum"
423,"no","Tajik"
424,"no","Tagalog"
425,"no","Thai"
426,"no","Tibetan"
427,"no","Tigre"
428,"no","Tigrinya"
429,"no","Tiv"
430,"no","Tokelau"
431,"no","Klingon; tlhIngan-Hol"
432,"no","Tlingit"
433,"no","Tamashek"
434,"no","Tonga (Nyasa)"
435,"no","Tonga (Tonga Islands)"
436,"no","Tok Pisin"
437,"no","Tsimshian"
438,"no","Tswana"
439,"no","Tsonga"
440,"no","Turkmen"
441,"no","Tumbuka"
442,"no","Tupi languages"
443,"no","Turkish"
444,"no","Altaic (Other)"
445,"no","Tuvalu"
446,"no","Twi"
447,"no","Tuvinian"
448,"no","Udmurt"
449,"no","Ugaritic"
450,"no","Uighur; Uyghur"
451,"no","Ukrainian"
452,"no","Umbundu"
453,"no","Undetermined"
454,"no","Urdu"
455,"no","Uzbek"
456,"no","Vai"
457,"no","Venda"
458,"no","Vietnamese"
459,"no","Volapük"
460,"no","Votic"
461,"no","Wakashan languages"
462,"no","Walamo"
463,"no","Waray"
464,"no","Washo"
465,"no","Welsh"
466,"no","Sorbian languages"
467,"no","Walloon"
468,"no","Wolof"
469,"no","Kalmyk; Oirat"
470,"no","Xhosa"
471,"no","Yao"
472,"no","Yapese"
473,"no","Yiddish"
474,"no","Yoruba"
475,"no","Yupik languages"
476,"no","Zapotec"
477,"no","Zenaga"
478,"no","Zhuang; Chuang"
479,"no","Zande languages"
480,"no","Zulu"
481,"no","Zuni"
482,"no","No linguistic content"
483,"no","N'Ko"
484,"no","Zaza; Dimili; Dimli; Kirdki; Kirmanjki"
1,"pt","Afar"
2,"pt","Abkhazian"
3,"pt","Achinese"
4,"pt","Acoli"
5,"pt","Adangme"
6,"pt","Adyghe; Adygei"
7,"pt","Afro-Asiatic (Other)"
8,"pt","Afrihili"
9,"pt","Afrikaans"
10,"pt","Ainu"
11,"pt","Akan"
12,"pt","Akkadian"
